dbtimestamp,devicename,Soil EC,Soil Moisture,Soil Nitrogen,Soil Phosphorus,Soil Potassium,Soil Temperature,Soil pH,NPK Ratio,N Category,P Category,K Category,NPK Level,NPK Done,feeding_description,Feeding Category
2025-05-30 00:01:55.980744,NDS016,213.0,18.9,6.0,59.0,52.0,25.6,5.5,1.0 : 9.8 : 8.7,Low,Low,Low,Invalid,Not Done Composting,,
2025-05-29 00:01:26.817793,NDS016,240.0,18.9,11.0,72.0,65.0,27.8,5.5,1.0 : 6.5 : 5.9,Low,Low,Low,Invalid,Not Done Composting,,
2025-05-28 00:00:48.939404,NDS016,247.0,18.1,13.0,76.0,68.0,26.5,5.5,1.0 : 5.8 : 5.2,Low,Low,Low,Invalid,Not Done Composting,,
2025-05-27 00:00:19.025437,NDS016,270.0,19.2,17.0,87.0,80.0,27.3,5.5,1.0 : 5.1 : 4.7,Low,Low,Low,Invalid,Not Done Composting,,
2025-05-26 00:01:19.007408,NDS016,292.0,20.7,22.0,98.0,90.0,26.9,5.2,1.0 : 4.5 : 4.1,Low,Low,Low,Invalid,Not Done Composting,,
2025-05-25 00:00:44.393652,NDS016,318.0,21.1,27.0,110.0,103.0,27.1,4.8,1.0 : 4.1 : 3.8,Low,Low,Low,Invalid,Not Done Composting,,
2025-05-24 00:01:50.268697,NDS016,348.0,19.3,34.0,125.0,117.0,27.1,4.9,1.0 : 3.7 : 3.4,Low,Low,Low,Invalid,Not Done Composting,,
2025-05-23 00:01:52.733948,NDS016,366.0,19.2,37.0,133.0,126.0,26.9,5.2,1.0 : 3.6 : 3.4,Low,Low,Low,Invalid,Not Done Composting,,
2025-05-22 00:01:06.323764,NDS016,376.0,19.6,40.0,138.0,131.0,27.0,5.1,1.0 : 3.5 : 3.3,Low,Low,Low,Invalid,Not Done Composting,,
2025-05-21 00:01:17.530340,NDS016,388.0,19.9,42.0,144.0,137.0,26.9,5.0,1.0 : 3.4 : 3.3,Low,Low,Low,Invalid,Not Done Composting,,
2025-05-20 00:02:43.363180,NDS016,395.0,21.7,44.0,147.0,140.0,26.7,5.2,1.0 : 3.3 : 3.2,Low,Low,Low,Invalid,Not Done Composting,,
2025-05-19 00:00:44.221294,NDS016,262.0,19.2,16.0,83.0,76.0,25.8,5.1,1.0 : 5.2 : 4.8,Low,Low,Low,Invalid,Not Done Composting,,
2025-05-18 00:02:00.360770,NDS016,278.0,18.7,19.0,91.0,83.0,27.1,5.3,1.0 : 4.8 : 4.4,Low,Low,Low,Invalid,Not Done Composting,,
2025-05-17 00:06:29.439985,NDS016,291.0,19.4,22.0,97.0,90.0,27.1,5.3,1.0 : 4.4 : 4.1,Low,Low,Low,Invalid,Not Done Composting,,
2025-05-16 00:01:09.308815,NDS016,296.0,20.5,23.0,99.0,92.0,26.1,5.2,1.0 : 4.3 : 4.0,Low,Low,Low,Invalid,Not Done Composting,,
2025-05-15 00:00:14.042712,NDS016,307.0,19.3,25.0,105.0,98.0,26.3,5.0,1.0 : 4.2 : 3.9,Low,Low,Low,Invalid,Not Done Composting,,
2025-05-14 00:01:42.195528,NDS016,316.0,20.5,27.0,109.0,102.0,25.8,5.2,1.0 : 4.0 : 3.8,Low,Low,Low,Invalid,Not Done Composting,,
2025-05-13 00:00:56.194375,NDS016,342.0,20.7,32.0,122.0,115.0,27.1,5.4,1.0 : 3.8 : 3.6,Low,Low,Low,Invalid,Not Done Composting,,
2025-05-12 00:01:28.328194,NDS016,356.0,20.2,35.0,128.0,121.0,27.3,5.6,1.0 : 3.7 : 3.5,Low,Low,Low,Invalid,Not Done Composting,,
2025-05-11 00:01:23.145041,NDS016,360.0,19.9,36.0,130.0,123.0,26.0,5.8,1.0 : 3.6 : 3.4,Low,Low,Low,Invalid,Not Done Composting,,
2025-05-10 00:04:31.289963,NDS016,384.0,20.4,41.0,142.0,135.0,27.4,3.9,1.0 : 3.5 : 3.3,Low,Low,Low,Invalid,Not Done Composting,,
2025-05-09 00:00:11.422223,NDS016,388.0,20.4,42.0,144.0,137.0,26.4,5.4,1.0 : 3.4 : 3.3,Low,Low,Low,Invalid,Not Done Composting,,
2025-05-08 00:02:44.834874,NDS016,406.0,22.1,46.0,153.0,146.0,27.7,5.4,1.0 : 3.3 : 3.2,Low,Low,Low,Invalid,Not Done Composting,,
2025-05-07 00:02:50.629780,NDS016,412.0,21.1,47.0,155.0,149.0,27.2,5.7,1.0 : 3.3 : 3.2,Low,Low,Low,Invalid,Not Done Composting,,
2025-05-06 00:03:58.543356,NDS016,413.0,21.4,47.0,156.0,149.0,26.4,5.7,1.0 : 3.3 : 3.2,Low,Low,Low,Invalid,Not Done Composting,,
2025-05-05 00:04:23.527016,NDS016,421.0,21.0,49.0,160.0,153.0,26.8,5.9,1.0 : 3.3 : 3.1,Low,Low,Low,Invalid,Not Done Composting,,
2025-05-04 00:01:53.874120,NDS016,424.0,21.5,50.0,161.0,154.0,25.9,5.2,1.0 : 3.2 : 3.1,Low,Low,Low,Invalid,Not Done Composting,,
2025-05-03 00:00:35.019671,NDS016,442.0,23.6,53.0,170.0,163.0,26.9,5.0,1.0 : 3.2 : 3.1,Low,Low,Low,Invalid,Not Done Composting,,
2025-05-02 00:03:27.320260,NDS016,445.0,21.9,54.0,171.0,165.0,26.4,5.2,1.0 : 3.2 : 3.1,Low,Low,Low,Invalid,Not Done Composting,,
2025-05-01 00:01:35.966686,NDS016,448.0,23.4,55.0,173.0,166.0,26.4,4.9,1.0 : 3.1 : 3.0,Low,Low,Low,Invalid,Not Done Composting,,
2025-04-30 00:02:03.714757,NDS016,457.0,23.1,56.0,177.0,170.0,26.5,5.3,1.0 : 3.2 : 3.0,Low,Low,Low,Invalid,Not Done Composting,,
2025-04-29 00:00:51.847923,NDS016,462.0,22.4,57.0,180.0,173.0,26.1,5.3,1.0 : 3.2 : 3.0,Low,Low,Low,Invalid,Not Done Composting,,
2025-04-28 00:00:48.085663,NDS016,475.0,22.9,60.0,186.0,179.0,26.9,5.6,1.0 : 3.1 : 3.0,Low,Low,Low,Invalid,Not Done Composting,,
2025-04-27 00:00:55.894425,NDS016,478.0,24.0,61.0,187.0,181.0,26.3,5.5,1.0 : 3.1 : 3.0,Low,Low,Low,Invalid,Not Done Composting,,
2025-04-26 00:02:55.403627,NDS016,493.0,23.1,64.0,195.0,188.0,26.7,6.0,1.0 : 3.0 : 2.9,Low,Low,Low,Invalid,Not Done Composting,,
2025-04-25 00:00:04.126458,NDS016,505.0,25.1,66.0,200.0,194.0,26.5,5.8,1.0 : 3.0 : 2.9,Low,Low,Low,Invalid,Not Done Composting,,
2025-04-24 00:06:06.963514,NDS016,512.0,23.4,68.0,204.0,197.0,26.0,5.8,1.0 : 3.0 : 2.9,Low,Low,Low,Invalid,Not Done Composting,,
2025-04-23 00:02:02.497716,NDS016,536.0,25.3,73.0,215.0,209.0,26.5,5.6,1.0 : 2.9 : 2.9,Low,Low,Low,Invalid,Not Done Composting,,
2025-04-22 00:01:36.046540,NDS016,534.0,24.0,73.0,214.0,208.0,25.6,5.3,1.0 : 2.9 : 2.8,Low,Low,Low,Invalid,Not Done Composting,,
2025-04-21 00:01:47.008167,NDS016,552.0,24.5,76.0,223.0,217.0,25.7,5.4,1.0 : 2.9 : 2.9,Low,Low,Low,Invalid,Not Done Composting,,
2025-04-20 00:01:56.057349,NDS016,590.0,26.0,84.0,241.0,235.0,26.1,5.4,1.0 : 2.9 : 2.8,Low,Low,Low,Invalid,Not Done Composting,,
2025-04-19 00:02:50.728044,NDS016,610.0,25.2,88.0,251.0,245.0,26.9,5.2,1.0 : 2.9 : 2.8,Low,Low,Low,Invalid,Not Done Composting,,
2025-04-18 00:03:24.571074,NDS016,620.0,25.2,90.0,256.0,250.0,26.5,5.9,1.0 : 2.8 : 2.8,Low,Low,Low,Invalid,Not Done Composting,,
2025-04-17 00:04:53.422642,NDS016,628.0,25.8,92.0,260.0,254.0,25.7,5.0,1.0 : 2.8 : 2.8,Low,Low,Low,Invalid,Not Done Composting,,
2025-04-16 00:00:51.104533,NDS016,650.0,26.3,97.0,270.0,264.0,26.1,4.6,1.0 : 2.8 : 2.7,Low,Low,Low,Invalid,Not Done Composting,,
2025-04-15 00:01:49.736647,NDS016,686.0,26.2,104.0,288.0,282.0,26.8,3.0,1.0 : 2.8 : 2.7,High,Low,Low,Invalid,Not Done Composting,,
2025-04-14 00:00:24.277838,NDS016,696.0,26.7,106.0,292.0,287.0,25.8,4.9,1.0 : 2.8 : 2.7,High,Low,Low,Invalid,Not Done Composting,,
2025-04-13 00:10:55.923201,NDS016,710.0,28.1,109.0,299.0,293.0,26.1,5.8,1.0 : 2.7 : 2.7,High,Low,Low,Invalid,Not Done Composting,,
2025-04-12 00:01:00.392884,NDS016,746.0,28.2,117.0,317.0,311.0,26.9,5.9,1.0 : 2.7 : 2.7,High,High,High,Invalid,Not Done Composting,,
2025-04-11 00:01:55.304135,NDS016,760.0,29.0,120.0,323.0,318.0,26.7,6.0,1.0 : 2.7 : 2.6,High,High,High,Invalid,Not Done Composting,,
2025-04-10 00:01:09.873431,NDS016,773.0,29.9,122.0,330.0,324.0,26.0,5.8,1.0 : 2.7 : 2.7,High,High,High,Invalid,Not Done Composting,,
2025-04-09 00:00:52.590731,NDS016,785.0,28.0,125.0,335.0,330.0,26.2,5.8,1.0 : 2.7 : 2.6,High,High,High,Invalid,Not Done Composting,,
2025-04-08 00:01:08.293999,NDS016,795.0,29.4,127.0,340.0,335.0,26.1,4.2,1.0 : 2.7 : 2.6,High,High,High,Invalid,Not Done Composting,,
2025-04-07 00:01:31.976626,NDS016,819.0,32.4,132.0,352.0,346.0,26.4,4.3,1.0 : 2.7 : 2.6,High,High,High,Invalid,Not Done Composting,,
2025-04-06 00:01:01.395571,NDS016,852.0,33.4,139.0,368.0,363.0,26.2,5.7,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,
2025-04-05 00:00:43.765379,NDS016,873.0,35.0,143.0,378.0,373.0,25.9,4.7,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,
2025-04-04 00:00:23.763008,NDS016,889.0,37.5,147.0,385.0,381.0,26.1,5.9,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,
2025-04-03 00:00:25.148987,NDS016,907.0,38.3,150.0,394.0,389.0,26.0,5.8,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,
2025-04-02 00:02:04.425946,NDS016,935.0,36.5,156.0,408.0,403.0,26.6,5.7,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,
2025-04-01 00:00:55.279643,NDS016,938.0,37.5,157.0,409.0,404.0,26.0,5.8,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,
2025-03-31 00:01:38.812583,NDS016,945.0,38.3,158.0,413.0,408.0,26.0,5.8,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2025-03-30 00:01:59.667230,NDS016,975.0,43.7,165.0,427.0,422.0,26.4,4.6,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2025-03-29 00:00:50.744136,NDS016,1004.0,44.6,171.0,441.0,436.0,26.9,5.5,1.0 : 2.6 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-03-28 00:00:29.727772,NDS016,995.0,43.7,169.0,437.0,432.0,26.3,5.4,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2025-03-27 00:00:50.384660,NDS016,996.0,45.1,169.0,437.0,433.0,26.5,3.2,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2025-03-26 00:02:00.331077,NDS016,1001.0,45.9,170.0,440.0,435.0,26.1,5.8,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2025-03-25 00:00:56.529582,NDS016,1025.0,43.7,175.0,451.0,447.0,25.9,5.5,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2025-03-24 00:00:42.339063,NDS016,1004.0,50.0,171.0,441.0,436.0,25.8,5.1,1.0 : 2.6 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-03-23 00:00:03.685073,NDS016,992.0,43.2,168.0,435.0,431.0,25.4,5.7,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2025-03-22 00:00:07.007607,NDS016,1055.0,51.7,181.0,466.0,461.0,25.8,4.7,1.0 : 2.6 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-03-21 00:00:53.879947,NDS016,1004.0,44.0,171.0,441.0,436.0,24.5,4.4,1.0 : 2.6 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-03-20 00:00:15.898130,NDS016,1040.0,50.7,178.0,458.0,454.0,25.0,3.6,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2025-03-19 00:01:05.818619,NDS016,1087.0,52.1,188.0,481.0,477.0,26.7,5.7,1.0 : 2.6 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-03-18 00:00:17.535188,NDS016,1105.0,47.7,192.0,490.0,486.0,26.4,5.5,1.0 : 2.6 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-03-17 00:01:17.746649,NDS016,1123.0,49.5,195.0,498.0,494.0,26.5,5.8,1.0 : 2.6 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-03-16 00:00:09.801209,NDS016,1135.0,50.0,198.0,504.0,500.0,26.6,6.4,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-03-15 00:01:49.047898,NDS016,1135.0,45.6,198.0,504.0,500.0,26.6,6.3,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-03-14 00:01:08.460042,NDS016,1132.0,48.4,197.0,503.0,499.0,26.6,3.4,1.0 : 2.6 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-03-13 00:01:37.488656,NDS016,1138.0,45.6,199.0,506.0,502.0,26.5,6.3,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-03-09 00:01:12.026013,NDS004,1793.0,64.0,335.0,821.0,820.0,27.7,8.3,1.0 : 2.5 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2025-03-09 00:00:56.792348,NDS005,1999.0,93.2,378.0,921.0,920.0,28.1,4.6,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2025-03-09 00:00:02.999989,NDS012,1277.0,47.4,228.0,573.0,569.0,27.5,7.8,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-03-09 00:00:00.453976,NDS011,1615.0,56.4,298.0,736.0,733.0,26.9,6.5,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2025-03-08 00:00:51.091655,NDS004,1806.0,60.5,338.0,828.0,826.0,28.4,8.3,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2025-03-08 00:00:36.344606,NDS005,1985.0,94.6,375.0,914.0,913.0,29.0,5.2,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2025-03-08 00:00:02.045861,NDS012,1283.0,44.9,229.0,576.0,572.0,28.0,7.7,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-03-08 00:00:01.028170,NDS011,1560.0,57.0,287.0,709.0,707.0,27.2,6.5,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2025-03-07 00:01:17.758787,NDS004,1762.0,57.5,329.0,807.0,805.0,27.4,8.2,1.0 : 2.5 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2025-03-07 00:01:02.824896,NDS005,1943.0,93.6,367.0,894.0,893.0,27.8,5.3,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2025-03-07 00:00:04.475618,NDS012,1228.0,46.4,217.0,549.0,545.0,27.2,7.9,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-03-07 00:00:03.436160,NDS011,1473.0,48.2,268.0,667.0,664.0,26.3,6.2,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2025-03-06 00:00:42.663677,NDS004,1746.0,61.0,325.0,799.0,797.0,27.4,8.1,1.0 : 2.5 : 2.5,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2025-03-06 00:00:27.743289,NDS005,1904.0,92.5,358.0,875.0,874.0,27.6,5.5,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2025-03-06 00:00:03.047563,NDS012,1109.0,46.0,193.0,492.0,487.0,27.4,8.3,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-03-06 00:00:01.809709,NDS011,1461.0,48.4,266.0,661.0,659.0,26.5,6.1,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
